Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)	% GC content	Gene type
ENSG00000273240	2	189763859	189764456	37.12	antisense
ENSG00000225943	2	30077093	30078272	40.42	processed_pseudogene
ENSG00000283270	2	88811186	88825207	45.48	transcribed_unprocessed_pseudogene
ENSG00000128652	2	176136612	176173102	51.11	protein_coding
ENSG00000202427	2	113681111	113681217	39.25	snRNA
ENSG00000238217	2	199608068	199659132	38.59	lincRNA
ENSG00000203435	2	195994259	195995680	47.75	processed_pseudogene
ENSG00000239855	2	88966262	88966767	50.99	IG_V_gene
ENSG00000236145	2	121178327	121182580	39.45	lincRNA
ENSG00000273301	2	225698514	225703654	31.90	lincRNA
ENSG00000237380	2	176121611	176137098	51.90	antisense
ENSG00000084734	2	27496842	27523684	45.33	protein_coding
ENSG00000128709	2	176122720	176124937	60.19	protein_coding
ENSG00000199884	2	152284350	152284460	40.54	misc_RNA
ENSG00000272148	2	27062428	27062907	42.50	antisense
ENSG00000229122	2	27061038	27061815	48.97	sense_intronic
ENSG00000251746	2	177138699	177138797	42.42	rRNA
ENSG00000278590	2	85368282	85368580	54.52	misc_RNA
ENSG00000066248	2	232878686	233013272	48.38	protein_coding
ENSG00000202434	2	197404718	197404854	37.96	snoRNA
ENSG00000239108	2	132152243	132152349	39.25	snRNA
ENSG00000201610	2	11517397	11517503	57.94	rRNA
ENSG00000234997	2	113424495	113425324	33.86	antisense
ENSG00000233285	2	131369062	131369711	40.92	unprocessed_pseudogene
ENSG00000222972	2	201646716	201646820	36.19	snRNA
ENSG00000200283	2	28972414	28972521	42.59	misc_RNA
ENSG00000227028	2	39786453	40255209	38.74	antisense
ENSG00000186889	2	62500221	62511894	39.29	protein_coding
ENSG00000081052	2	227002711	227164113	40.93	protein_coding
ENSG00000261379	2	226804036	226805061	38.69	sense_intronic
ENSG00000230595	2	62561058	62561423	36.89	processed_pseudogene
ENSG00000226622	2	62590255	62662654	39.41	antisense
ENSG00000200377	2	153446813	153446883	39.44	snoRNA
ENSG00000273258	2	174011856	174012975	55.80	lincRNA
ENSG00000271074	2	211104934	211105732	51.94	processed_pseudogene
ENSG00000231017	2	211298941	211299189	46.18	processed_pseudogene
ENSG00000115084	2	113705011	113756823	36.74	protein_coding
ENSG00000238719	2	97913054	97913117	31.25	snRNA
ENSG00000251775	2	63883249	63883391	39.16	snoRNA
ENSG00000212167	2	175022214	175022319	38.68	snRNA
ENSG00000279191	2	111321433	111324812	50.15	TEC
ENSG00000272002	2	7260871	7261504	37.38	lincRNA
ENSG00000258268	2	143518867	143598002	36.22	antisense
ENSG00000236300	2	143098123	143098417	33.56	processed_pseudogene
ENSG00000227308	2	219685381	219737937	42.46	lincRNA
ENSG00000225911	2	220048822	220049272	41.91	processed_pseudogene
ENSG00000232520	2	230886500	230897091	51.53	antisense
ENSG00000224819	2	220791078	220797893	38.01	lincRNA
ENSG00000232089	2	221162771	221163053	40.64	processed_pseudogene
ENSG00000226718	2	227778510	227778735	40.27	processed_pseudogene
ENSG00000231035	2	217760547	217761291	45.77	processed_pseudogene
ENSG00000231821	2	4514204	4515056	40.21	processed_pseudogene
ENSG00000233868	2	221944223	221944612	39.74	processed_pseudogene
ENSG00000084710	2	25042130	25159137	48.38	protein_coding
ENSG00000235881	2	110709575	110716595	41.97	lincRNA
ENSG00000231532	2	4628222	4656215	38.27	lincRNA
ENSG00000212283	2	101272936	101273049	47.37	snoRNA
ENSG00000153246	2	159932006	160062610	39.22	protein_coding
ENSG00000239779	2	74458329	74460891	56.07	protein_coding
ENSG00000224272	2	241808312	241812016	61.65	antisense
ENSG00000231626	2	104580821	104581890	38.60	lincRNA
ENSG00000234645	2	138288029	138288793	43.40	processed_pseudogene
ENSG00000198130	2	190189735	190344193	38.94	protein_coding
ENSG00000236109	2	104583152	104585354	41.63	lincRNA
ENSG00000283657	2	166414489	166414729	43.15	unprocessed_pseudogene
ENSG00000275052	2	55547292	55618880	38.14	protein_coding
ENSG00000204822	2	74471958	74473322	53.92	protein_coding
ENSG00000232788	2	172464262	172466022	42.19	antisense
ENSG00000226131	2	173485865	173486362	46.99	processed_pseudogene
ENSG00000116001	2	70209444	70248660	39.67	protein_coding
ENSG00000253625	2	89172022	89172553	47.56	IG_V_pseudogene
ENSG00000241294	2	89176328	89177160	45.50	IG_V_gene
ENSG00000115282	2	74483073	74494886	50.85	protein_coding
ENSG00000253202	2	89192500	89192752	52.96	IG_V_pseudogene
ENSG00000235080	2	131370421	131372075	38.49	unprocessed_pseudogene
ENSG00000283698	2	112439312	112469687	40.20	transcribed_unitary_pseudogene
ENSG00000223874	2	216870772	216871639	45.85	lincRNA
ENSG00000115935	2	174559572	174682916	41.82	protein_coding
ENSG00000175874	2	101345551	101387595	44.99	protein_coding
ENSG00000234060	2	134319654	134320078	44.00	processed_pseudogene
ENSG00000279663	2	16541690	16545695	35.27	TEC
ENSG00000152127	2	134119983	134454621	42.88	protein_coding
ENSG00000068654	2	86020216	86106155	46.69	protein_coding
ENSG00000280257	2	65790039	65793533	42.63	TEC
ENSG00000233445	2	233721522	233722065	42.28	processed_pseudogene
ENSG00000136709	2	127701022	127811187	41.82	protein_coding
ENSG00000236124	2	112981166	112981434	50.93	processed_pseudogene
ENSG00000231777	2	131372294	131373650	36.92	unprocessed_pseudogene
ENSG00000232991	2	107754112	107822129	38.97	lincRNA
ENSG00000230702	2	61856695	61857055	44.32	processed_pseudogene
ENSG00000082258	2	134918235	134959342	37.48	protein_coding
ENSG00000136688	2	112973203	112985665	43.28	protein_coding
ENSG00000169605	2	68974573	68980974	36.83	protein_coding
ENSG00000128683	2	170813213	170861151	45.82	protein_coding
ENSG00000230651	2	107823063	107826891	37.27	lincRNA
ENSG00000172071	2	88556741	88627576	38.57	protein_coding
ENSG00000135960	2	108894471	108989372	48.85	protein_coding
ENSG00000235351	2	241724615	241725693	65.06	antisense
ENSG00000188886	2	96123850	96138436	52.22	protein_coding
ENSG00000228590	2	60350595	60353016	52.11	lincRNA
ENSG00000234638	2	219425071	219426184	58.08	antisense
ENSG00000163040	2	131527675	131533666	61.50	protein_coding
ENSG00000174279	2	176077472	176083913	53.40	protein_coding
ENSG00000003137	2	72129238	72148038	59.96	protein_coding
ENSG00000224087	2	130107684	130109741	36.98	antisense
ENSG00000228970	2	97636780	97637803	44.14	unprocessed_pseudogene
ENSG00000152292	2	85418721	85437029	54.62	protein_coding
ENSG00000223604	2	149439897	149440427	42.37	processed_pseudogene
ENSG00000244474	2	233718778	233773299	43.82	protein_coding
ENSG00000152154	2	39664982	39717963	40.56	protein_coding
ENSG00000229089	2	94811046	94857282	36.06	transcribed_unprocessed_pseudogene
ENSG00000229550	2	4136644	4140731	40.07	lincRNA
ENSG00000227770	2	38231568	38232317	41.07	processed_pseudogene
ENSG00000235128	2	126679622	126680420	46.18	processed_pseudogene
ENSG00000132330	2	238060889	238099413	46.25	protein_coding
ENSG00000229682	2	106368209	106368876	50.60	processed_pseudogene
ENSG00000236498	2	61868432	61886082	40.03	antisense
ENSG00000283214	2	89662601	89662977	55.17	unprocessed_pseudogene
ENSG00000283659	2	89666033	89683204	36.63	unprocessed_pseudogene
ENSG00000168582	2	208160740	208163576	43.39	protein_coding
ENSG00000273398	2	68131238	68261230	38.32	protein_coding
ENSG00000213486	2	61710076	61710978	48.95	processed_pseudogene
ENSG00000275381	2	69844509	69844933	41.65	processed_pseudogene
ENSG00000270723	2	69873565	69873819	49.02	processed_pseudogene
ENSG00000121966	2	136114349	136118165	52.06	protein_coding
ENSG00000235151	2	241844380	241845036	57.84	lincRNA
ENSG00000244563	2	127846736	127847084	50.43	processed_pseudogene
ENSG00000115841	2	37923187	38067142	39.02	protein_coding
ENSG00000115234	2	27370496	27377533	53.11	protein_coding
ENSG00000251039	2	89851791	89852497	44.55	IG_V_gene
ENSG00000227133	2	26160023	26161136	43.63	processed_pseudogene
ENSG00000272056	2	27053618	27054276	49.32	antisense
ENSG00000237951	2	26162056	26162554	50.70	processed_pseudogene
ENSG00000230749	2	66439088	66441836	50.78	antisense
ENSG00000115694	2	241492674	241509730	59.31	protein_coding
ENSG00000084693	2	27042364	27070622	48.47	protein_coding
ENSG00000272789	2	127625997	127626848	55.87	antisense
ENSG00000115042	2	95402721	95416616	49.55	protein_coding
ENSG00000144161	2	112211525	112255136	38.50	protein_coding
ENSG00000236148	2	64347193	64347741	45.36	processed_pseudogene
ENSG00000239332	2	46816697	46859007	48.05	lincRNA
ENSG00000237571	2	215274992	215277947	38.94	lincRNA
ENSG00000223935	2	64395220	64453798	42.55	antisense
ENSG00000237217	2	64450096	64450524	50.82	processed_pseudogene
ENSG00000135926	2	218274192	218292586	54.43	protein_coding
ENSG00000088179	2	119759631	119983818	37.04	protein_coding
ENSG00000225963	2	230121370	230174223	43.69	antisense
ENSG00000225669	2	104678223	104678673	49.89	processed_pseudogene
ENSG00000163093	2	169479178	169506655	40.40	protein_coding
ENSG00000169031	2	227164565	227314792	39.87	protein_coding
ENSG00000183671	2	206175316	206218047	42.80	protein_coding
ENSG00000128713	2	176104216	176109754	61.60	protein_coding
ENSG00000153093	2	110732573	111118222	42.65	protein_coding
ENSG00000279220	2	206203376	206266243	43.39	processed_transcript
ENSG00000188042	2	234493041	234497053	50.16	protein_coding
ENSG00000202059	2	203052285	203052418	40.30	snoRNA
ENSG00000221023	2	181738606	181738715	42.73	snRNA
ENSG00000252223	2	130109204	130109310	45.79	snRNA
ENSG00000252517	2	194664107	194664174	39.71	snoRNA
ENSG00000240317	2	219102434	219102719	52.10	misc_RNA
ENSG00000274711	2	130517049	130517312	54.92	misc_RNA
ENSG00000155368	2	119366921	119372560	50.37	protein_coding
ENSG00000206901	2	139511424	139511555	42.42	snoRNA
ENSG00000238735	2	20246326	20246387	37.10	snRNA
ENSG00000212404	2	182828124	182828221	43.88	misc_RNA
ENSG00000135903	2	222199888	222298996	39.73	protein_coding
ENSG00000264157	2	96798278	96798353	64.47	miRNA
ENSG00000252599	2	44154789	44154895	33.64	snRNA
ENSG00000201499	2	200881715	200881821	38.32	snRNA
ENSG00000158158	2	96760902	96811891	50.16	protein_coding
ENSG00000239053	2	10744186	10744249	35.94	snRNA
ENSG00000200902	2	163288995	163289096	35.29	snRNA
ENSG00000199295	2	83657735	83657842	35.19	snRNA
ENSG00000115297	2	74513463	74517147	64.99	protein_coding
ENSG00000153214	2	112055223	112119318	39.51	protein_coding
ENSG00000252897	2	82268612	82268706	38.95	snRNA
ENSG00000232693	2	65373700	65380685	43.37	sense_intronic
ENSG00000115112	2	121216587	121285207	48.53	protein_coding
ENSG00000182814	2	84290683	84292202	47.96	transcribed_processed_pseudogene
ENSG00000198369	2	65310851	65432637	43.76	protein_coding
ENSG00000234940	2	144688413	144690185	38.75	lincRNA
ENSG00000268580	2	144877734	144882033	39.28	lincRNA
ENSG00000227149	2	140216997	140217239	41.15	processed_pseudogene
ENSG00000271015	2	97335671	97335974	54.28	IG_V_pseudogene
ENSG00000135951	2	98997261	99154964	37.63	protein_coding
ENSG00000235293	2	235177896	235178905	40.59	lincRNA
ENSG00000115525	2	85839144	85889014	44.94	protein_coding
ENSG00000187627	2	86907953	87013981	40.41	protein_coding
ENSG00000234595	2	181683113	181685707	59.38	antisense
ENSG00000235734	2	97827248	97827545	49.66	processed_pseudogene
ENSG00000237583	2	111675026	111675343	44.65	processed_pseudogene
ENSG00000185176	2	240676418	240682906	62.83	protein_coding
ENSG00000144410	2	206939554	206969474	38.37	protein_coding
ENSG00000226605	2	62826064	62858438	37.84	antisense
ENSG00000128710	2	176108790	176119942	49.31	protein_coding
ENSG00000281131	2	180692104	180916939	36.21	lincRNA
ENSG00000226564	2	180872867	180873414	48.91	processed_pseudogene
ENSG00000230037	2	136329441	136329913	53.70	processed_pseudogene
ENSG00000144591	2	219498867	219506989	54.38	protein_coding
ENSG00000235192	2	165794851	165810010	36.47	lincRNA
ENSG00000232411	2	165833048	165839098	36.79	lincRNA
ENSG00000173699	2	230996121	231025055	48.07	protein_coding
ENSG00000125629	2	118088452	118110997	37.96	protein_coding
ENSG00000228568	2	72288785	72289110	41.10	processed_pseudogene
ENSG00000283283	2	110022447	110035270	58.83	unprocessed_pseudogene
ENSG00000227736	2	201552859	201553612	34.62	unprocessed_pseudogene
ENSG00000227841	2	201556892	201558265	33.77	unprocessed_pseudogene
ENSG00000249177	2	201554384	201556051	34.23	unprocessed_pseudogene
ENSG00000226065	2	110383112	110384642	65.51	processed_pseudogene
ENSG00000224612	2	153171987	153201726	37.61	lincRNA
ENSG00000231172	2	75524068	75542706	40.18	antisense
ENSG00000278962	2	112188364	112190635	40.23	TEC
ENSG00000173692	2	231056864	231172827	37.87	protein_coding
ENSG00000123600	2	171317405	171434802	39.39	protein_coding
ENSG00000261829	2	231052040	231052637	54.85	sense_overlapping
ENSG00000115718	2	127418427	127429246	57.69	protein_coding
ENSG00000124006	2	219550729	219571859	58.29	protein_coding
ENSG00000173163	2	61888724	62147247	41.05	protein_coding
ENSG00000273588	2	131625957	131628147	49.29	unprocessed_pseudogene
ENSG00000204843	2	74361154	74392087	49.96	protein_coding
ENSG00000229405	2	7736438	7737095	51.98	processed_pseudogene
ENSG00000233996	2	189486480	189487992	42.04	processed_pseudogene
ENSG00000224425	2	131352214	131353239	56.92	processed_pseudogene
ENSG00000225942	2	545805	546667	57.71	lincRNA
ENSG00000260476	2	10021578	10022825	57.53	lincRNA
ENSG00000204334	2	170783786	170798971	37.22	protein_coding
ENSG00000177261	2	214697727	214698059	46.85	processed_pseudogene
ENSG00000228507	2	171491422	171491931	45.49	processed_pseudogene
ENSG00000115526	2	100391860	100417656	48.91	protein_coding
ENSG00000213189	2	159003975	159004320	39.31	processed_pseudogene
ENSG00000231822	2	99102018	99102752	40.82	processed_pseudogene
ENSG00000231890	2	135985176	136022593	42.51	antisense
ENSG00000081320	2	196133566	196176503	37.67	protein_coding
ENSG00000115009	2	227813842	227817564	35.89	protein_coding
ENSG00000203395	2	68361214	68365584	43.74	antisense
ENSG00000114999	2	112482154	112541739	42.38	protein_coding
ENSG00000213938	2	199659551	199660729	51.23	processed_pseudogene
ENSG00000163497	2	218981087	218985657	63.18	protein_coding
ENSG00000213126	2	179814251	179814675	48.00	processed_pseudogene
ENSG00000236445	2	218975393	218989940	55.40	antisense
ENSG00000244301	2	200678233	200738781	41.96	unitary_pseudogene
ENSG00000233762	2	171517270	171517716	62.86	processed_pseudogene
ENSG00000226124	2	199760544	199851173	40.08	protein_coding
ENSG00000204699	2	95625213	95626236	43.85	unprocessed_pseudogene
ENSG00000275497	2	95633850	95636106	37.17	unprocessed_pseudogene
ENSG00000175701	2	110211529	110245420	40.57	protein_coding
ENSG00000064012	2	201233443	201287711	43.90	protein_coding
ENSG00000273155	2	99154998	99195298	40.00	protein_coding
ENSG00000233654	2	190534855	190568102	39.04	antisense
ENSG00000243910	2	219253243	219272188	49.65	protein_coding
ENSG00000169047	2	226731317	226799759	40.89	protein_coding
ENSG00000119777	2	27032910	27041695	55.01	protein_coding
ENSG00000144045	2	74518131	74526336	49.43	protein_coding
ENSG00000171103	2	28849821	28870301	41.37	protein_coding
ENSG00000170264	2	61824854	61854143	41.32	protein_coding
ENSG00000254552	2	167123904	167140955	37.54	antisense
ENSG00000237178	2	177344443	177344836	42.64	processed_pseudogene
ENSG00000229670	2	209178966	209181123	45.27	unprocessed_pseudogene
ENSG00000235770	2	215611563	215843722	39.64	lincRNA
ENSG00000242515	2	233636454	233773305	41.60	protein_coding
ENSG00000035115	2	217730	266398	40.78	protein_coding
ENSG00000163121	2	96497643	96508109	55.62	protein_coding
ENSG00000230650	2	110360608	110363737	48.53	processed_pseudogene
ENSG00000223863	2	64486353	64500904	43.27	lincRNA
ENSG00000234193	2	222917387	222919363	33.54	antisense
ENSG00000163092	2	166888487	167259753	36.19	protein_coding
ENSG00000225258	2	180571712	180692454	36.39	lincRNA
ENSG00000230408	2	200780495	200812170	42.49	antisense
ENSG00000169554	2	144384081	144524583	38.54	protein_coding
ENSG00000123983	2	222860934	222944639	39.46	protein_coding
ENSG00000237844	2	163749573	164352223	36.04	lincRNA
ENSG00000224121	2	222904640	222905055	44.47	processed_pseudogene
ENSG00000226925	2	102172621	102182108	39.51	antisense
ENSG00000186487	2	1789113	2331260	44.50	protein_coding
ENSG00000144476	2	236567787	236582358	50.01	protein_coding
ENSG00000172482	2	240868479	240880502	61.68	protein_coding
ENSG00000143889	2	38561978	38603586	37.07	protein_coding
ENSG00000232556	2	101520834	101521976	48.03	processed_pseudogene
ENSG00000143727	2	264140	278283	42.67	protein_coding
ENSG00000122085	2	241072169	241102332	47.67	protein_coding
ENSG00000248313	2	130048426	130049440	52.81	unprocessed_pseudogene
ENSG00000257226	2	143766620	143776073	39.09	antisense
ENSG00000242540	2	5696220	5708095	46.07	3prime_overlapping_ncRNA
ENSG00000115159	2	156435290	156613735	37.90	protein_coding
ENSG00000216867	2	110633947	110634333	42.89	processed_pseudogene
ENSG00000233550	2	130282679	130283329	41.63	unprocessed_pseudogene
ENSG00000123977	2	227871054	227924344	39.38	protein_coding
ENSG00000238133	2	173166446	173282036	39.12	antisense
ENSG00000203387	2	228352120	228353215	51.55	processed_pseudogene
ENSG00000226276	2	215939308	215941719	37.65	lincRNA
ENSG00000204685	2	96208416	96242621	46.60	processed_transcript
ENSG00000207798	2	55988950	55989059	47.27	miRNA
ENSG00000270677	2	36656322	36656941	42.10	processed_pseudogene
ENSG00000271351	2	97322137	97322423	48.43	IG_V_pseudogene
ENSG00000264979	2	110086433	110086523	58.24	miRNA
ENSG00000204717	2	94795808	94806452	35.89	unprocessed_pseudogene
ENSG00000253006	2	229236340	229236609	46.30	misc_RNA
ENSG00000184182	2	237966827	238042782	44.85	protein_coding
ENSG00000240977	2	139982684	139982986	42.24	misc_RNA
ENSG00000251974	2	86364136	86364265	36.92	snoRNA
ENSG00000153107	2	111766271	111884690	39.07	protein_coding
ENSG00000234455	2	121081437	121088726	53.26	lincRNA
ENSG00000177855	2	183607442	183608119	39.68	processed_pseudogene
ENSG00000079156	2	178194481	178402891	39.34	protein_coding
ENSG00000237401	2	3957655	3974070	45.93	lincRNA
ENSG00000248672	2	159771851	159904710	38.37	protein_coding
ENSG00000223554	2	139824896	139825877	36.76	lincRNA
ENSG00000135914	2	231108230	231125118	34.92	protein_coding
ENSG00000077380	2	171687409	171748420	36.49	protein_coding
ENSG00000188687	2	74216242	74343414	45.71	protein_coding
ENSG00000236847	2	97035461	97037549	39.64	unprocessed_pseudogene
ENSG00000224043	2	134735464	134918710	41.05	antisense
ENSG00000144278	2	153871913	154453849	35.16	protein_coding
ENSG00000091436	2	173075435	173268010	38.91	protein_coding
ENSG00000272524	2	10120734	10121065	42.47	lincRNA
ENSG00000144048	2	73762184	73780157	40.29	protein_coding
ENSG00000196151	2	159235793	159286799	39.11	protein_coding
ENSG00000230002	2	73456764	73459484	37.16	sense_intronic
ENSG00000271320	2	157917712	157918371	39.24	lincRNA
ENSG00000270193	2	95616492	95617233	41.11	processed_pseudogene
ENSG00000230747	2	96307263	96321731	46.23	antisense
ENSG00000270557	2	157877683	157878565	40.43	lincRNA
ENSG00000230562	2	157379724	157380414	37.77	processed_pseudogene
ENSG00000174453	2	214411065	214578959	37.47	protein_coding
ENSG00000213399	2	84915868	84916660	59.65	processed_pseudogene
ENSG00000213048	2	240109102	240110052	56.99	unitary_pseudogene
ENSG00000233296	2	677186	697371	43.48	antisense
ENSG00000236856	2	388412	416885	45.95	lincRNA
ENSG00000227981	2	215579407	215582635	34.00	lincRNA
ENSG00000185404	2	230327184	230403732	38.73	protein_coding
ENSG00000234938	2	215530447	215545526	38.25	lincRNA
ENSG00000226791	2	98761938	98772920	47.51	lincRNA
ENSG00000215692	2	241734715	241735498	73.21	antisense
ENSG00000267034	2	222317242	222318653	41.22	lincRNA
ENSG00000188011	2	241869600	241873823	65.65	protein_coding
ENSG00000234584	2	157725708	157736005	38.21	lincRNA
ENSG00000224675	2	154435853	154457438	33.26	antisense
ENSG00000144188	2	97025981	97031636	39.50	unprocessed_pseudogene
ENSG00000234362	2	41931599	41933723	46.40	lincRNA
ENSG00000271402	2	97050729	97051028	52.33	IG_V_pseudogene
ENSG00000229727	2	7421261	7450254	42.04	processed_transcript
ENSG00000214694	2	38889880	38975449	41.52	protein_coding
ENSG00000124019	2	224378698	224402085	44.17	protein_coding
ENSG00000271401	2	178644717	178645179	36.72	lincRNA
ENSG00000232228	2	69594741	69595058	46.86	processed_pseudogene
ENSG00000115464	2	61187463	61470769	38.76	protein_coding
ENSG00000267520	2	60925909	60931610	37.93	3prime_overlapping_ncRNA
ENSG00000235644	2	108712262	108712900	53.52	processed_pseudogene
ENSG00000234781	2	104488458	104510509	38.27	lincRNA
ENSG00000163492	2	178830269	179050086	37.75	protein_coding
ENSG00000115548	2	86440647	86492716	40.15	protein_coding
ENSG00000231312	2	39436637	39665343	41.25	antisense
ENSG00000227418	2	192749845	192776899	35.19	lincRNA
ENSG00000232658	2	193256483	193257757	37.41	processed_pseudogene
ENSG00000234731	2	201554096	201554390	33.56	unprocessed_pseudogene
ENSG00000272702	2	73113018	73115907	51.76	processed_transcript
ENSG00000225521	2	241015599	241064116	48.93	antisense
ENSG00000227088	2	77652413	77654668	33.38	lincRNA
ENSG00000124835	2	237048599	237056167	41.01	antisense
ENSG00000182600	2	232857270	232878708	50.37	protein_coding
ENSG00000238069	2	156777706	156778372	46.78	processed_pseudogene
ENSG00000234272	2	152131555	152131845	42.27	processed_pseudogene
ENSG00000146205	2	241188509	241225377	58.13	protein_coding
ENSG00000279160	2	176189919	176192538	41.15	TEC
ENSG00000232992	2	138901433	138902747	56.20	processed_pseudogene
ENSG00000121964	2	143938068	144332568	36.87	protein_coding
ENSG00000115423	2	84516455	84819589	38.37	protein_coding
ENSG00000171863	2	3575205	3580919	44.76	protein_coding
ENSG00000115738	2	8678845	8684453	49.26	protein_coding
ENSG00000163466	2	218217094	218254356	44.32	protein_coding
ENSG00000232789	2	219358870	219358983	73.68	unprocessed_pseudogene
ENSG00000223536	2	16728124	16767555	43.45	lincRNA
ENSG00000184945	2	240691845	240698483	62.55	protein_coding
ENSG00000229131	2	139469775	139477747	36.57	lincRNA
ENSG00000282890	2	48809340	49419013	39.23	lincRNA
ENSG00000143891	2	38665910	38741237	45.26	protein_coding
ENSG00000143994	2	27123789	27130812	50.81	protein_coding
ENSG00000274977	2	240701204	240701685	73.44	processed_pseudogene
ENSG00000143947	2	55231903	55235853	45.81	protein_coding
ENSG00000168530	2	210290150	210315190	34.56	protein_coding
ENSG00000018280	2	218382029	218396894	55.34	protein_coding
ENSG00000152076	2	130139287	130145134	61.70	protein_coding
ENSG00000231292	2	113406396	113406872	51.99	IG_V_gene
ENSG00000272563	2	113432600	113436042	38.22	lincRNA
ENSG00000223873	2	181694442	181694900	50.98	processed_pseudogene
ENSG00000227842	2	111717508	111717837	51.82	processed_pseudogene
ENSG00000201044	2	230752141	230752247	42.99	snRNA
ENSG00000201470	2	127798903	127798998	41.67	misc_RNA
ENSG00000200550	2	42712740	42712847	37.96	snRNA
ENSG00000243541	2	15950689	15950981	52.90	misc_RNA
ENSG00000252807	2	170119996	170120098	36.89	snRNA
ENSG00000265252	2	219549073	219549147	61.33	miRNA
ENSG00000266109	2	239068817	239068914	58.16	miRNA
ENSG00000198612	2	237085312	237100466	39.13	protein_coding
ENSG00000075340	2	70607618	70768225	44.81	protein_coding
ENSG00000173960	2	23927285	24004909	42.94	protein_coding
ENSG00000136699	2	130151392	130182750	53.96	protein_coding
ENSG00000168906	2	85539165	85545280	44.46	protein_coding
ENSG00000213917	2	214280638	214281452	41.96	processed_pseudogene
ENSG00000171303	2	26692690	26733420	53.76	protein_coding
ENSG00000115541	2	197499994	197503457	44.77	protein_coding
ENSG00000226946	2	161568502	161570185	39.96	processed_pseudogene
ENSG00000280105	2	161433874	161437458	34.53	TEC
ENSG00000238082	2	178454716	178455428	52.88	processed_pseudogene
ENSG00000229831	2	61820208	61820566	51.25	processed_pseudogene
ENSG00000152253	2	168834132	168913371	39.39	protein_coding
ENSG00000233299	2	223398267	223398546	42.14	processed_pseudogene
ENSG00000171951	2	223596940	223602503	36.25	protein_coding
ENSG00000240935	2	106382171	106393031	39.72	transcribed_unprocessed_pseudogene
ENSG00000234521	2	74407797	74413603	46.72	transcribed_unitary_pseudogene
ENSG00000136536	2	159712457	159771027	38.09	protein_coding
ENSG00000232479	2	202924609	202925904	51.39	processed_pseudogene
ENSG00000234943	2	54545368	54546677	39.31	antisense
ENSG00000258910	2	118833700	118835110	59.60	lincRNA
ENSG00000229827	2	169577371	169577746	38.83	processed_pseudogene
ENSG00000235610	2	223505476	223510933	38.37	lincRNA
ENSG00000226539	2	223704621	223705338	50.28	processed_pseudogene
ENSG00000162999	2	183078559	183100005	38.15	protein_coding
ENSG00000236008	2	8559833	8583792	50.41	lincRNA
ENSG00000168288	2	149569634	149587816	35.15	protein_coding
ENSG00000271657	2	62168862	62171163	44.61	processed_pseudogene
ENSG00000225448	2	131181153	131181369	70.05	processed_pseudogene
ENSG00000138376	2	214725646	214809711	36.39	protein_coding
ENSG00000158089	2	30910467	31155202	46.29	protein_coding
ENSG00000225057	2	238231684	238255633	53.44	processed_transcript
ENSG00000271536	2	73877566	73878862	40.25	processed_pseudogene
ENSG00000138101	2	25377198	25673647	41.46	protein_coding
ENSG00000270798	2	121743479	121745921	40.11	processed_pseudogene
ENSG00000260077	2	10039092	10040663	47.96	lincRNA
ENSG00000071073	2	98619106	98731126	40.01	protein_coding
ENSG00000232613	2	65030727	65053017	43.96	antisense
ENSG00000176720	2	241558721	241574138	61.66	protein_coding
ENSG00000128641	2	191245185	191425389	39.67	protein_coding
ENSG00000218739	2	37196488	37216193	38.06	protein_coding
ENSG00000229321	2	206866795	206868289	40.00	lincRNA
ENSG00000272800	2	183214319	183215400	30.68	lincRNA
ENSG00000213120	2	183260642	183261046	60.99	processed_pseudogene
ENSG00000237803	2	37826247	37876274	44.64	lincRNA
ENSG00000225226	2	58275877	58296548	36.55	lincRNA
ENSG00000153201	2	108719481	108785811	39.01	protein_coding
ENSG00000234398	2	130245971	130248770	52.29	unprocessed_pseudogene
ENSG00000170396	2	184598366	184939492	34.04	protein_coding
ENSG00000135925	2	218880363	218899581	56.45	protein_coding
ENSG00000162951	2	80288351	80304749	44.28	protein_coding
ENSG00000213699	2	26764284	26781231	52.66	protein_coding
ENSG00000280374	2	177317715	177318471	34.08	sense_intronic
ENSG00000225808	2	177229191	177229506	41.14	processed_pseudogene
ENSG00000226383	2	156011530	156254950	36.11	lincRNA
ENSG00000197121	2	196833004	196927796	36.00	protein_coding
ENSG00000237013	2	67796054	67825562	38.51	lincRNA
ENSG00000227259	2	100591150	100591324	49.14	processed_pseudogene
ENSG00000236564	2	98694109	98695490	48.77	processed_pseudogene
ENSG00000231802	2	219684030	219684795	41.51	processed_pseudogene
ENSG00000115657	2	219209768	219218990	54.46	protein_coding
ENSG00000115504	2	62673851	63046487	36.70	protein_coding
ENSG00000256458	2	203328459	203329226	60.03	antisense
ENSG00000231158	2	158065545	158066059	39.61	processed_pseudogene
ENSG00000223850	2	15920399	15936017	45.69	lincRNA
ENSG00000240286	2	209178804	209182018	43.58	processed_pseudogene
ENSG00000271996	2	177306373	177310572	40.14	antisense
ENSG00000233159	2	37194382	37194737	44.38	processed_pseudogene
ENSG00000162928	2	61017225	61051990	39.79	protein_coding
ENSG00000163075	2	119544432	119662251	41.66	protein_coding
ENSG00000163219	2	68679601	68826833	41.83	protein_coding
ENSG00000203635	2	1620510	1625419	50.33	lincRNA
ENSG00000251546	2	89862482	89862981	48.60	IG_V_gene
